,name,url,Price,год выпуска,Пробег,Кузов,Цвет,Двигатель,Налог,Коробка,Привод,Руль,Состояние,Владельцы,ПТС,Таможня,Гарантия,VIN,Госномер,Владение,Обмен,Кузов №
80,BMW X4  II (G02) 20d,https://auto.ru/cars/used/sale/bmw/x4/1102252651-8e7ac498/,3 760 000 ₽,2019,13 000 км,внедорожник 5 дв.,чёрный,2.0 л / 190 л.с. / Дизель,8 170 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,X4X**************,,,Рассмотрю варианты,
81,Kia Rio IV X-Line,https://auto.ru/cars/used/sale/kia/rio/1102251714-0370bcef/,899 870 ₽,2018,40 704 км,хэтчбек 5 дв.,серый,1.6 л / 123 л.с. / Бензин,4 059 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,Z94**************,,,Рассмотрю варианты,
82,Mercedes-Benz GLE Coupe  II (C167) 400 d,https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe/1102256579-32b54768/,8 024 000 ₽,2019,3 000 км,внедорожник 5 дв.,чёрный,2.9 л / 330 л.с. / Дизель,49 500 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,W1N**************,,,Рассмотрю варианты,
83,Daewoo Matiz I Рестайлинг,https://auto.ru/cars/used/sale/daewoo/matiz/1102258046-c212b09e/,150 000 ₽,2012,78 525 км,хэтчбек 5 дв.,красный,0.8 л / 52 л.с. / Бензин,832 ₽ / год,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,,XWB**************,******|64,,,
84,Toyota Camry VII (XV50),https://auto.ru/cars/used/sale/toyota/camry/1102194244-e4e66584/,990 000 ₽,2012,155 000 км,седан,чёрный,2.0 л / 148 л.с. / Бензин,4 884 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,,XW7**************,******|32,4 года и 3 месяца,,
85,Mercedes-Benz C-Класс  III (W204) 200,https://auto.ru/cars/used/sale/mercedes/c_klasse/1102258878-81317c46/,750 000 ₽,2011,192 000 км,седан,коричневый,1.8 л / 184 л.с. / Бензин,7 912 ₽ / год,автоматическая,задний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,,WDD**************,******|156,,,
86,LADA (ВАЗ) Priora I,https://auto.ru/cars/used/sale/vaz/2170/1102256868-b3b9bdc7/,264 000 ₽,2012,57 000 км,седан,серебристый,1.6 л / 98 л.с. / Бензин,1 568 ₽ / год,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,,XTA**************,,,Рассмотрю варианты,
87,Skoda Rapid I,https://auto.ru/cars/used/sale/skoda/rapid/1102198001-931e1edc/,No_info,,,,,,,,,,,,,,,,,,,
88,Ford Fusion I Рестайлинг,https://auto.ru/cars/used/sale/ford/fusion/1102248287-55a0db5e/,289 890 ₽,2006,140 000 км,хэтчбек 5 дв.,голубой,1.4 л / 80 л.с. / Бензин,1 280 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,WF0**************,,,Рассмотрю варианты,
89,Hyundai Elantra VI (AD),https://auto.ru/cars/used/sale/hyundai/elantra/1102258957-1820a962/,1 050 000 ₽,2018,83 000 км,седан,белый,1.6 л / 128 л.с. / Бензин,4 224 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,XWE**************,******|163,,Рассмотрю варианты,
90,LADA (ВАЗ) Priora I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2170/1102249669-ebdeffba/,363 148 ₽,2015,76 000 км,седан,серебристый,1.6 л / 98 л.с. / Бензин,1 568 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,XTA**************,,,Рассмотрю варианты,
91,LADA (ВАЗ) 2105,https://auto.ru/cars/used/sale/vaz/2105/1101951596-89e6d821/,65 000 ₽,2009,78 000 км,седан,синий,1.6 л / 73 л.с. / Бензин,1 168 ₽ / год,механическая,задний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,XTA**************,******|163,,,
92,LADA (ВАЗ) Kalina I,https://auto.ru/cars/used/sale/vaz/kalina/1102256828-a1078c5a/,210 000 ₽,2011,91 000 км,хэтчбек 5 дв.,серебристый,1.4 л / 89 л.с. / Бензин,1 424 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,XTA**************,,,Рассмотрю варианты,
93,BMW X4  I (F26) 20i,https://auto.ru/cars/used/sale/bmw/x4/1101916434-27dd32a5/,2 470 000 ₽,2017,90 500 км,внедорожник 5 дв.,белый,2.0 л / 184 л.с. / Бензин,7 912 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,,X4X**************,******|763,,,
94,Renault Kaptur I,https://auto.ru/cars/used/sale/renault/kaptur/1101610599-cdd607b1/,1 000 000 ₽,2017,71 283 км,внедорожник 5 дв.,голубой,2.0 л / 143 л.с. / Бензин,4 719 ₽ / год,механическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,До июня 2022,X7L**************,******|163,,,
95,Skoda Octavia III (A7) Рестайлинг,https://auto.ru/cars/used/sale/skoda/octavia/1102200891-185a4f47/,1 099 000 ₽,2018,33 000 км,лифтбек,белый,1.4 л / 150 л.с. / Бензин,4 950 ₽ / год,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,,XW8**************,******|763,,,
96,LADA (ВАЗ) Vesta I SW Cross,https://auto.ru/cars/used/sale/vaz/vesta/1102252443-fe5fdf20/,749 000 ₽,2017,44 188 км,универсал 5 дв.,белый,1.8 л / 122 л.с. / Бензин,4 026 ₽ / год,роботизированная,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,,XTA**************,,3 года и 1 месяц,,
97,Mercedes-Benz GL-Класс  II (X166) 500,https://auto.ru/cars/used/sale/mercedes/gl_klasse/1102054208-6e7b851a/,2 680 000 ₽,2014,98 000 км,внедорожник 5 дв.,синий,4.7 л / 435 л.с. / Бензин,65 250 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,,WDC**************,******|763,1 месяц,,
98,"Toyota Corolla  X (E140, E150) AMT",https://auto.ru/cars/used/sale/toyota/corolla/1102253610-ae3dae2a/,519 000 ₽,2007,201 000 км,седан,голубой,1.6 л / 124 л.с. / Бензин,4 092 ₽ / год,роботизированная,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,JTN**************,,,Рассмотрю варианты,
99,Citroen C4 II,https://auto.ru/cars/used/sale/citroen/c4/1102257174-bd947e95/,409 900 ₽,2011,170 000 км,хэтчбек 5 дв.,белый,1.6 л / 120 л.с. / Бензин,2 880 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,Z8T**************,,,Рассмотрю варианты,
100,Kia Rio III,https://auto.ru/cars/used/sale/kia/rio/1102252656-8189f28a/,569 000 ₽,2013,31 295 км,хэтчбек 5 дв.,серый,1.4 л / 107 л.с. / Бензин,2 568 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,Z94**************,,,Рассмотрю варианты,
101,Mitsubishi Pajero Sport II,https://auto.ru/cars/used/sale/mitsubishi/pajero_sport/1102258166-7f3dc5a3/,1 300 000 ₽,2011,112 000 км,внедорожник 5 дв.,чёрный,2.5 л / 178 л.с. / Дизель,7 654 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,,MMC**************,******|163,,,
102,BMW 6 серии  II (E63/E64) 645i,https://auto.ru/cars/used/sale/bmw/6er/1102260358-a06fc8dd/,650 000 ₽,2005,160 000 км,купе,серебристый,4.4 л / 333 л.с. / Бензин,49 950 ₽ / год,автоматическая,задний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,WBA**************,******|163,15 лет и 7 месяцев,,
103,LADA (ВАЗ) Vesta I,https://auto.ru/cars/used/sale/vaz/vesta/1102237404-97d555e7/,495 000 ₽,2016,82 000 км,седан,красный,1.6 л / 106 л.с. / Бензин,2 544 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,XTA**************,,,,
104,Mazda 3 I (BK),https://auto.ru/cars/used/sale/mazda/3/1102252655-f48a919f/,289 000 ₽,2005,249 000 км,хэтчбек 5 дв.,серебристый,1.6 л / 105 л.с. / Бензин,2 520 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,JMZ**************,,,Рассмотрю варианты,
105,Toyota RAV4 III (XA30),https://auto.ru/cars/used/sale/toyota/rav_4/1102259968-d45631c3/,690 000 ₽,2008,115 000 км,внедорожник 5 дв.,синий,2.0 л / 152 л.с. / Бензин,6 536 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,,JTM**************,,,Рассмотрю варианты,
106,Chevrolet Niva I Рестайлинг,https://auto.ru/cars/used/sale/chevrolet/niva/1102252559-1bcf69cd/,325 550 ₽,2011,111 000 км,внедорожник 5 дв.,коричневый,1.7 л / 80 л.с. / Бензин,1 280 ₽ / год,механическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,X9L**************,,,Рассмотрю варианты,
107,LADA (ВАЗ) Largus I,https://auto.ru/cars/used/sale/vaz/largus/1102248991-79406312/,560 000 ₽,2018,62 000 км,универсал 5 дв.,белый,1.6 л / 106 л.с. / Бензин,2 544 ₽ / год,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,,XTA**************,,,Рассмотрю варианты,
108,Lexus RX  III 270,https://auto.ru/cars/used/sale/lexus/rx/1102259997-69dbc299/,1 399 000 ₽,2010,132 000 км,внедорожник 5 дв.,чёрный,2.7 л / 188 л.с. / Бензин,8 084 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,JTJ**************,,,,
